State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Florida,1200600,Gadsden County School District,yes,yes,yes,Concentrated nonwhite,high poverty,41-Rural: Fringe,"5,806",96%,4%,31%,"$7,949.00","$2,240.00","$5,708.00","$46,150,156.00","$13,007,299.00","$33,142,857.00","$38,533.00","$105,100.00"
Florida,1200630,Gilchrist County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"2,757",17%,83%,24%,"$8,793.00","$2,372.00","$6,421.00","$24,241,309.00","$6,539,877.00","$17,701,431.00","$40,881.00","$94,400.00"
Florida,1200660,Glades County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"1,668",62%,38%,26%,"$10,041.00","$3,248.00","$6,793.00","$16,748,640.00","$5,417,845.00","$11,330,794.00","$34,143.00","$79,200.00"
Florida,1200690,Gulf County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"1,953",21%,79%,28%,"$9,743.00","$6,534.00","$3,209.00","$19,028,243.00","$12,760,460.00","$6,267,782.00","$40,822.00","$131,400.00"
Florida,1200720,Hamilton County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"1,739",57%,43%,35%,"$9,243.00","$3,831.00","$5,411.00","$16,072,805.00","$6,662,741.00","$9,410,064.00","$38,980.00","$71,000.00"
Florida,1200750,Hardee County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"5,251",71%,29%,30%,"$8,483.00","$2,725.00","$5,758.00","$44,544,372.00","$14,309,524.00","$30,234,848.00","$36,222.00","$78,800.00"
Florida,1200780,Hendry County School District,yes,yes,yes,Concentrated nonwhite,high poverty,33-Town: Remote,"7,211",80%,20%,33%,"$8,191.00","$2,259.00","$5,932.00","$59,062,699.00","$16,286,929.00","$42,775,770.00","$37,552.00","$70,600.00"
Florida,1200810,Hernando County School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"22,172",32%,68%,20%,"$8,227.00","$3,308.00","$4,919.00","$182,418,274.00","$73,345,178.00","$109,073,096.00","$42,274.00","$112,300.00"
Florida,1200840,Highlands County School District,yes,no,no,Not concentrated,high poverty,23-Suburb: Small,"12,374",56%,44%,29%,"$8,153.00","$3,335.00","$4,818.00","$100,890,144.00","$41,273,101.00","$59,617,043.00","$35,865.00","$86,600.00"
Florida,1200870,Hillsborough County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"211,923",65%,35%,19%,"$7,838.00","$3,232.00","$4,606.00","$1,660,973,807.00","$684,856,876.00","$976,116,932.00","$51,681.00","$167,400.00"
Florida,1200900,Holmes County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"3,307",10%,90%,32%,"$8,157.00","$1,573.00","$6,584.00","$26,974,869.00","$5,201,047.00","$21,773,822.00","$37,437.00","$90,700.00"
Florida,1200930,Indian River County School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"17,984",44%,56%,19%,"$8,583.00","$6,524.00","$2,060.00","$154,362,306.00","$117,321,134.00","$37,041,171.00","$47,446.00","$160,900.00"
Florida,1200960,Jackson County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"6,850",42%,58%,24%,"$8,251.00","$2,309.00","$5,942.00","$56,519,171.00","$15,817,617.00","$40,701,554.00","$35,470.00","$92,200.00"
Florida,1200990,Jefferson County School District,yes,yes,yes,Concentrated nonwhite,high poverty,42-Rural: Distant,801,82%,18%,26%,"$10,844.00","$6,267.00","$4,576.00","$8,685,743.00","$5,020,080.00","$3,665,663.00","$41,696.00","$123,300.00"
Florida,1201020,Lafayette County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,"1,244",31%,69%,24%,"$8,739.00","$2,195.00","$6,543.00","$10,870,798.00","$2,731,092.00","$8,139,706.00","$36,236.00","$112,400.00"
Florida,1201050,Lake County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"42,462",46%,54%,18%,"$8,458.00","$4,010.00","$4,448.00","$359,131,579.00","$170,269,231.00","$188,862,348.00","$47,141.00","$145,100.00"
Florida,1201080,Lee County School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"91,309",57%,43%,20%,"$8,472.00","$5,603.00","$2,870.00","$773,613,181.00","$511,572,111.00","$262,041,070.00","$50,390.00","$171,100.00"
Florida,1201110,Leon County School District,yes,no,no,Not concentrated,low poverty,12-City: Mid-size,"33,736",57%,43%,17%,"$8,861.00","$4,451.00","$4,410.00","$298,934,761.00","$150,157,741.00","$148,777,020.00","$48,248.00","$183,800.00"
Florida,1201140,Levy County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"5,435",29%,71%,31%,"$8,677.00","$2,862.00","$5,815.00","$47,159,585.00","$15,553,368.00","$31,606,218.00","$35,480.00","$86,700.00"
Florida,1201170,Liberty County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"1,434",23%,77%,26%,"$9,805.00","$2,144.00","$7,661.00","$14,060,703.00","$3,074,547.00","$10,986,155.00","$37,917.00","$69,500.00"
Florida,1201200,Madison County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,640",60%,40%,35%,"$8,239.00","$2,452.00","$5,786.00","$21,749,738.00","$6,474,346.00","$15,275,393.00","$29,806.00","$81,100.00"
Florida,1201230,Manatee County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"48,356",52%,48%,19%,"$8,692.00","$5,398.00","$3,294.00","$420,286,965.00","$261,005,837.00","$159,281,128.00","$51,483.00","$178,700.00"
Florida,1201260,Marion County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"42,786",48%,52%,26%,"$8,412.00","$3,730.00","$4,682.00","$359,930,373.00","$159,602,422.00","$200,327,952.00","$40,295.00","$114,400.00"
Florida,1201290,Martin County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"18,994",40%,60%,16%,"$8,891.00","$7,373.00","$1,518.00","$168,876,242.00","$140,046,070.00","$28,830,172.00","$52,622.00","$209,700.00"
Florida,1201320,Monroe County School District,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"8,438",53%,47%,18%,"$12,472.00","$10,865.00","$1,607.00","$105,239,750.00","$91,681,818.00","$13,557,932.00","$60,303.00","$400,800.00"
Florida,1201350,Nassau County School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"11,279",17%,83%,14%,"$8,534.00","$5,202.00","$3,332.00","$96,256,190.00","$58,674,286.00","$37,581,905.00","$59,196.00","$192,600.00"
Florida,1201380,Okaloosa County School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"30,638",32%,68%,16%,"$7,941.00","$3,964.00","$3,976.00","$243,287,488.00","$121,459,408.00","$121,828,080.00","$57,655.00","$191,800.00"
Florida,1201410,Okeechobee County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"6,440",53%,47%,26%,"$8,308.00","$2,422.00","$5,886.00","$53,504,702.00","$15,596,656.00","$37,908,046.00","$36,415.00","$90,800.00"
Florida,1201440,Orange County School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"196,951",72%,28%,21%,"$9,699.00","$6,083.00","$3,616.00","$1,910,268,246.00","$1,198,036,967.00","$712,231,280.00","$49,391.00","$173,700.00"
Florida,1201470,Osceola County School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"61,893",75%,25%,22%,"$8,975.00","$3,871.00","$5,103.00","$555,478,814.00","$239,612,288.00","$315,866,525.00","$45,536.00","$146,500.00"
Florida,1201500,Palm Beach County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"189,322",67%,33%,17%,"$8,551.00","$6,397.00","$2,155.00","$1,618,970,925.00","$1,211,056,388.00","$407,914,537.00","$55,277.00","$222,700.00"
Florida,1201530,Pasco County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"70,566",36%,64%,16%,"$8,850.00","$3,588.00","$5,262.00","$624,485,915.00","$253,177,062.00","$371,308,853.00","$46,010.00","$122,100.00"
Florida,1201560,Pinellas County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"103,495",43%,57%,17%,"$7,768.00","$4,904.00","$2,864.00","$803,903,084.00","$507,513,656.00","$296,389,427.00","$47,090.00","$157,500.00"
Florida,1201590,Polk County School District,yes,no,no,Not concentrated,high poverty,22-Suburb: Mid-size,"101,635",58%,42%,24%,"$8,213.00","$3,105.00","$5,109.00","$834,749,248.00","$315,530,592.00","$519,218,656.00","$44,146.00","$110,400.00"
Florida,1201620,Putnam County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"11,197",46%,54%,36%,"$7,901.00","$2,555.00","$5,345.00","$88,464,730.00","$28,613,071.00","$59,851,660.00","$33,003.00","$84,100.00"
Florida,1201650,Santa Rosa County School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"26,740",21%,79%,13%,"$8,411.00","$3,420.00","$4,992.00","$224,918,570.00","$91,444,886.00","$133,473,684.00","$60,652.00","$165,500.00"
Florida,1201680,Sarasota County School District,yes,no,no,Not concentrated,low poverty,13-City: Small,"42,368",35%,65%,16%,"$10,774.00","$9,250.00","$1,523.00","$456,461,818.00","$391,914,545.00","$64,547,273.00","$52,796.00","$196,800.00"
Florida,1201710,Seminole County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"66,996",48%,52%,12%,"$8,067.00","$3,958.00","$4,109.00","$540,446,211.00","$265,178,672.00","$275,267,540.00","$58,538.00","$188,400.00"
Florida,1201740,St. Johns County School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"36,593",22%,78%,7%,"$8,970.00","$5,607.00","$3,363.00","$328,222,744.00","$205,173,872.00","$123,048,872.00","$69,523.00","$259,900.00"
Florida,1201770,St. Lucie County School District,yes,no,no,Not concentrated,high poverty,12-City: Mid-size,"40,045",65%,35%,23%,"$9,057.00","$4,710.00","$4,347.00","$362,689,970.00","$188,630,193.00","$174,059,777.00","$44,140.00","$137,700.00"
Florida,1201800,Sumter County School District,yes,no,no,Not concentrated,high poverty,13-City: Small,"8,534",33%,67%,28%,"$9,147.00","$7,585.00","$1,562.00","$78,060,266.00","$64,730,337.00","$13,329,928.00","$52,594.00","$227,000.00"
Florida,1201830,Suwannee County School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"6,047",37%,63%,28%,"$7,981.00","$2,495.00","$5,486.00","$48,262,448.00","$15,087,137.00","$33,175,311.00","$37,796.00","$88,700.00"
Florida,1201860,Taylor County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,952",34%,66%,27%,"$8,570.00","$4,183.00","$4,387.00","$25,299,065.00","$12,348,910.00","$12,950,156.00","$36,195.00","$83,200.00"
Florida,1201890,Union County School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant,"2,334",22%,78%,23%,"$8,860.00","$1,498.00","$7,362.00","$20,679,688.00","$3,496,652.00","$17,183,036.00","$37,778.00","$89,100.00"
Florida,1201920,Volusia County School District,yes,no,no,Not concentrated,low poverty,13-City: Small,"62,928",41%,59%,18%,"$8,722.00","$4,543.00","$4,180.00","$548,885,035.00","$285,852,329.00","$263,032,706.00","$42,240.00","$139,000.00"
Florida,1201950,Wakulla County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"5,149",19%,81%,16%,"$8,300.00","$2,415.00","$5,886.00","$42,738,046.00","$12,433,472.00","$30,304,574.00","$54,078.00","$131,500.00"
Florida,1201980,Walton County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"8,854",22%,78%,21%,"$11,059.00","$9,378.00","$1,681.00","$97,913,655.00","$83,029,116.00","$14,884,538.00","$46,910.00","$183,400.00"
Florida,1202010,Washington County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"3,304",27%,73%,29%,"$9,348.00","$2,984.00","$6,364.00","$30,884,900.00","$9,859,556.00","$21,025,343.00","$38,330.00","$93,700.00"
Georgia,1300060,Appling County School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"3,612",41%,59%,29%,"$10,870.00","$5,348.00","$5,523.00","$39,263,666.00","$19,316,184.00","$19,947,481.00","$37,388.00","$72,100.00"
Georgia,1300090,Atkinson County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,"1,720",56%,44%,37%,"$10,033.00","$2,294.00","$7,739.00","$17,256,298.00","$3,945,235.00","$13,311,062.00","$31,296.00","$62,900.00"
Georgia,1300120,Atlanta City School District,yes,yes,yes,Concentrated nonwhite,high poverty,11-City: Large,"51,500",85%,15%,33%,"$12,819.00","$9,814.00","$3,005.00","$660,156,664.00","$505,409,988.00","$154,746,676.00","$49,398.00","$222,300.00"
Georgia,1300150,Bacon County School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"2,145",37%,63%,29%,"$10,058.00","$2,933.00","$7,125.00","$21,575,269.00","$6,291,398.00","$15,283,871.00","$37,303.00","$64,100.00"
Georgia,1300180,Baker County School District,yes,yes,yes,Concentrated nonwhite,high poverty,42-Rural: Distant,323,77%,23%,38%,"$13,844.00","$7,565.00","$6,279.00","$4,471,503.00","$2,443,523.00","$2,027,979.00","$45,903.00","$90,700.00"
Georgia,1300210,Baldwin County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"5,417",72%,28%,32%,"$10,024.00","$5,033.00","$4,992.00","$54,300,529.00","$27,261,376.00","$27,039,153.00","$34,595.00","$103,700.00"
Georgia,1300240,Banks County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"2,822",14%,86%,20%,"$10,319.00","$4,212.00","$6,108.00","$29,120,868.00","$11,885,331.00","$17,235,537.00","$40,721.00","$120,800.00"
Georgia,1300290,Barrow County School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"13,429",39%,61%,17%,"$9,718.00","$3,791.00","$5,927.00","$130,499,472.00","$50,911,299.00","$79,588,173.00","$53,133.00","$123,200.00"
Georgia,1300330,Bartow County School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"13,794",25%,75%,18%,"$10,303.00","$4,905.00","$5,398.00","$142,122,002.00","$67,657,977.00","$74,464,025.00","$51,372.00","$125,000.00"
Georgia,1300360,Ben Hill County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"3,284",57%,43%,37%,"$9,598.00","$2,910.00","$6,688.00","$31,520,518.00","$9,556,156.00","$21,964,363.00","$29,510.00","$81,100.00"
Georgia,1300390,Berrien County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"3,121",24%,76%,31%,"$8,699.00","$2,415.00","$6,283.00","$27,148,536.00","$7,538,703.00","$19,609,833.00","$35,740.00","$82,300.00"
Georgia,1300420,Bibb County School District,yes,yes,yes,Concentrated nonwhite,high poverty,12-City: Mid-size,"24,457",81%,19%,32%,"$9,154.00","$4,410.00","$4,744.00","$223,879,195.00","$107,853,205.00","$116,025,991.00","$37,108.00","$117,000.00"
Georgia,1300440,Bleckley County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,511",32%,68%,29%,"$9,180.00","$2,582.00","$6,598.00","$23,051,282.00","$6,482,906.00","$16,568,376.00","$37,060.00","$99,800.00"
Georgia,1300480,Brantley County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"3,486",8%,92%,28%,"$9,704.00","$2,306.00","$7,399.00","$33,829,508.00","$8,038,251.00","$25,791,257.00","$36,837.00","$65,600.00"
Georgia,1300510,Bremen City School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"2,222",11%,89%,19%,"$10,048.00","$3,826.00","$6,222.00","$22,325,973.00","$8,501,577.00","$13,824,395.00","$55,635.00","$143,100.00"
Georgia,1300540,Brooks County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,141",67%,33%,37%,"$9,567.00","$4,173.00","$5,394.00","$20,482,902.00","$8,933,679.00","$11,549,223.00","$34,547.00","$91,400.00"
Georgia,1300570,Bryan County School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"8,781",31%,69%,12%,"$8,008.00","$3,393.00","$4,614.00","$70,317,269.00","$29,798,193.00","$40,519,076.00","$65,862.00","$202,000.00"
Georgia,1300600,Buford City School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"4,330",46%,54%,19%,"$13,559.00","$8,635.00","$4,924.00","$58,708,538.00","$37,389,598.00","$21,318,940.00","$51,463.00","$162,800.00"
Georgia,1300630,Bulloch County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"10,324",49%,51%,25%,"$9,996.00","$4,784.00","$5,213.00","$103,203,024.00","$49,387,689.00","$53,815,335.00","$37,125.00","$131,600.00"
Georgia,1300660,Burke County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"4,320",73%,27%,38%,"$13,182.00","$9,567.00","$3,616.00","$56,947,257.00","$41,328,059.00","$15,619,198.00","$34,589.00","$79,800.00"
Georgia,1300690,Butts County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"3,454",40%,60%,23%,"$10,195.00","$4,991.00","$5,204.00","$35,214,209.00","$17,237,890.00","$17,976,319.00","$40,753.00","$117,000.00"
Georgia,1300720,Calhoun City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"4,093",46%,54%,29%,"$10,008.00","$5,041.00","$4,967.00","$40,962,766.00","$20,632,979.00","$20,329,787.00","$35,160.00","$133,200.00"
Georgia,1300750,Calhoun County School District,yes,yes,yes,Concentrated nonwhite,high poverty,43-Rural: Remote,652,99%,1%,37%,"$12,534.00","$5,295.00","$7,239.00","$8,172,301.00","$3,452,563.00","$4,719,738.00","$28,200.00","$55,600.00"
Georgia,1300780,Camden County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"9,033",38%,62%,22%,"$8,795.00","$3,601.00","$5,194.00","$79,445,946.00","$32,529,106.00","$46,916,840.00","$53,327.00","$151,700.00"
Georgia,1300810,Candler County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,181",51%,49%,36%,"$8,881.00","$2,722.00","$6,159.00","$19,369,495.00","$5,936,627.00","$13,432,868.00","$33,379.00","$89,900.00"
Georgia,1300840,Carroll County School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"14,842",32%,68%,18%,"$9,659.00","$3,890.00","$5,769.00","$143,365,352.00","$57,736,687.00","$85,628,665.00","$47,443.00","$110,600.00"
Georgia,1300870,Carrollton City School District,yes,no,no,Not concentrated,high poverty,31-Town: Fringe,"4,935",58%,42%,22%,"$10,083.00","$4,877.00","$5,205.00","$49,759,201.00","$24,070,452.00","$25,688,749.00","$37,074.00","$134,500.00"
Georgia,1300900,Cartersville City School District,yes,no,no,Not concentrated,high poverty,23-Suburb: Small,"4,283",48%,52%,22%,"$10,437.00","$5,542.00","$4,895.00","$44,702,815.00","$23,737,226.00","$20,965,589.00","$46,264.00","$140,500.00"
Georgia,1300930,Catoosa County School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"10,823",12%,88%,17%,"$10,621.00","$4,549.00","$6,071.00","$114,946,764.00","$49,235,908.00","$65,710,856.00","$52,265.00","$135,300.00"
Georgia,1300990,Charlton County School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"1,699",37%,63%,32%,"$10,344.00","$4,409.00","$5,935.00","$17,573,932.00","$7,490,690.00","$10,083,242.00","$43,871.00","$80,400.00"
